# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sat Oct  4 17:31:56 2025
#
# User preference: *
#
# CONSTRAINT:  where (tfopwg_disp like '%kp%')
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
loc_rowid,toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1019,185.01,100100827,KP,01h37m25.07s,24.3544620,-45d40m40.06s,-45.6777940,25.2430000,0.030,-0.030,0,20.5970000,0.034,-0.034,0,2460205.3533220,0.000206,-0.000206,0,0.9414525,0.0000001,-0.0000001,0,2.0500000,0.0360000,-0.0360000,0,11445.0000000,260.6480000,-260.6480000,0,15.3420000,0.8016050,-0.8016050,0,4266.7400000,,,,2251.0000000,,,,8.8287000,0.006,-0.006,0,123.4830000,0.3700000,-0.3700000,0,6400.0000000,,,0,4.3658300,,,0,1.3500000,0.0700000,-0.0700000,0,2018-12-20 17:24:11,2023-11-03 10:08:02
1036,1864.01,229791084,KP,18h57m46.54s,284.4439050,+69d34m15.01s,69.5708370,-5.5750000,0.035,-0.035,0,-3.3730000,0.044,-0.044,0,2459766.5437410,0.000146,-0.000146,0,1.6453265,0.0000003,-0.0000003,0,2.5900000,0.0110000,-0.0110000,0,19310.0000000,0.1376040,-0.1376040,0,19.0536000,0.8497660,-0.8497660,0,1816.4800000,,,,1818.0000000,,,,12.2856000,0.007,-0.007,0,559.0680000,6.0210000,-6.0210000,0,6023.0000000,120.7000000,-120.7000000,0,4.2500000,0.0800000,-0.0800000,0,1.3200000,0.0600000,-0.0600000,0,2020-05-29 16:35:30,2022-10-05 10:10:01
1078,190.01,166739520,KP,02h27m06.19s,36.7758110,-50d17m03.93s,-50.2844250,59.9580000,0.038,-0.038,0,24.7430000,0.036,-0.036,0,2459139.1784470,0.000247,-0.000247,0,10.0205998,0.0000046,-0.0000046,0,5.7591694,0.0248162,-0.0248162,0,8218.1442865,36.5415950,-36.5415950,0,11.7679183,0.5424184,-0.5424184,0,211.7916534,,,,972.9644217,,,,9.6411000,0.006,-0.006,0,157.9630000,0.6340000,-0.6340000,0,6038.0000000,,,0,4.3551300,,,0,1.2752700,0.0584674,-0.0584674,0,2018-12-20 17:24:11,2021-12-09 10:10:02
1079,1900.01,178879588,KP,04h29m40.46s,67.4185820,-28d11m49.97s,-28.1972150,5.7770000,0.022,-0.022,0,16.8100000,0.029,-0.029,0,2459145.4680040,0.001330,-0.001330,0,3.0566277,0.0001220,-0.0001220,0,2.3926375,0.0856580,-0.0856580,0,12517.5203529,335.8419500,-335.8419500,0,12.5182693,0.3113590,-0.3113590,0,606.6634527,,,,1265.7755651,,,,13.2554000,0.008,-0.008,0,623.2320000,6.0345000,-6.0345000,0,5735.0000000,122.0000000,-122.0000000,0,4.4100000,,,0,1.0386500,,,0,2020-05-29 17:45:53,2021-12-01 16:02:01
1080,1901.01,19684256,KP,09h20m21.02s,140.0875890,-31d16m09.16s,-31.2692120,-20.0140000,0.030,-0.030,0,21.2520000,0.032,-0.032,0,2459278.3120880,0.000578,-0.000578,0,1.3666563,0.0000012,-0.0000012,0,1.9670000,0.0560000,-0.0560000,0,21070.0000000,2.2550400,-2.2550400,0,15.4370000,,,0,1310.2200000,,,,1676.0000000,,,,13.1758000,0.012,-0.012,0,555.1340000,6.0570000,-6.0570000,0,5790.4000000,89.4000000,-89.4000000,0,4.4400000,,,0,1.0200000,,,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1081,1902.01,272212970,KP,12h00m50.11s,180.2087880,-46d08m11.11s,-46.1364200,-6.0820000,0.030,-0.030,0,0.8010000,0.022,-0.022,0,2459332.0428450,0.000927,-0.000927,0,1.6091845,0.0000029,-0.0000029,0,1.6300000,0.1360000,-0.1360000,0,13450.0000000,9.0378200,-9.0378200,0,16.7675000,,,0,1054.6600000,,,,1587.0000000,,,,13.1740000,0.006,-0.006,0,960.1090000,23.4625000,-23.4625000,0,6393.0000000,122.0000000,-122.0000000,0,4.2400000,,,0,1.4300000,,,0,2020-05-29 17:45:53,2023-01-24 16:02:02
1082,1903.01,77156657,KP,04h32m32.75s,68.1364790,-38d58m05.87s,-38.9682970,-0.7670000,0.034,-0.034,0,5.4430000,0.042,-0.042,0,2459196.5721510,0.001182,-0.001182,0,3.8404319,0.0000097,-0.0000097,0,5.2420000,0.2290000,-0.2290000,0,3580.0000000,0.5183870,-0.5183870,0,12.3434000,0.5928970,-0.5928970,0,1599.9200000,,,,1761.0000000,,,,11.8831000,0.006,-0.006,0,715.3830000,10.6205000,-10.6205000,0,5909.0000000,61.2000000,-61.2000000,0,4.4200000,2.0000000,-2.0000000,0,2.0400000,0.0900000,-0.0900000,0,2020-05-29 17:45:53,2021-12-08 16:02:02
1083,1904.01,272213425,KP,12h00m39.62s,180.1650720,-45d47m58.04s,-45.7994560,-8.6040000,0.046,-0.046,0,-2.9500000,0.035,-0.035,0,2459327.6225930,0.000781,-0.000781,0,4.3247708,0.0000072,-0.0000072,0,4.2670000,0.1580000,-0.1580000,0,6380.0000000,0.9720630,-0.9720630,0,17.0257000,0.8535230,-0.8535230,0,1080.8700000,,,,1597.0000000,,,,11.1138000,0.006,-0.006,0,564.4090000,11.2915000,-11.2915000,0,6457.0000000,134.1000000,-134.1000000,0,3.9000000,0.0900000,-0.0900000,0,2.1300000,0.1000000,-0.1000000,0,2020-05-29 17:45:53,2023-01-25 10:10:01
1084,1905.01,429302040,KP,12h33m32.74s,188.3864280,-10d08m46.37s,-10.1462140,-96.6470000,0.110,-0.110,0,-9.4830000,0.058,-0.058,0,2458574.1419400,0.000200,-0.000200,0,5.7222600,0.0001100,-0.0001100,0,2.6480000,0.0300000,-0.0300000,0,25549.0000000,1.3073900,-1.3073900,0,12.8433000,0.9281070,-0.9281070,0,37.0251000,,,,687.0000000,,,,10.4180000,0.006,-0.006,0,64.7414000,0.2606500,-0.2606500,0,4233.2000000,164.2000000,-164.2000000,0,4.6400000,,,0,0.7300000,0.0500000,-0.0500000,0,2020-05-29 17:45:53,2023-03-19 12:03:21
1085,1906.01,308098254,KP,11h13m10.3s,168.2929080,-17d39m28s,-17.6577790,6.0080000,0.077,-0.077,0,-7.7540000,0.047,-0.047,0,2459299.0767400,0.001004,-0.001004,0,9.6246665,0.0000175,-0.0000175,0,4.2970000,0.3160000,-0.3160000,0,10230.0000000,2.7205100,-2.7205100,0,12.3182000,0.6812920,-0.6812920,0,121.9180000,,,,925.0000000,,,,11.5688000,0.006,-0.006,0,310.8410000,4.0695000,-4.0695000,0,5473.0000000,123.4000000,-123.4000000,0,4.2600000,0.0800000,-0.0800000,0,1.2000000,0.0600000,-0.0600000,0,2020-05-29 17:45:53,2021-11-11 10:10:01
1086,1907.01,453789494,KP,13h17m44.1s,199.4337420,-47d14m15.27s,-47.2375750,-15.9760000,0.072,-0.072,0,0.5050000,0.066,-0.066,0,2459354.6938990,0.000307,-0.000307,0,5.4774433,0.0000044,-0.0000044,0,5.2770000,0.0390000,-0.0390000,0,9010.0000000,0.1658070,-0.1658070,0,20.3433000,0.9896400,-0.9896400,0,1506.5000000,,,,1735.0000000,,,,10.7316000,0.006,-0.006,0,538.1100000,14.8660000,-14.8660000,0,6942.0000000,195.8000000,-195.8000000,0,3.9400000,0.6100000,-0.6100000,0,2.0900000,0.1000000,-0.1000000,0,2020-05-29 17:45:53,2022-10-05 10:10:01
1087,1908.01,37718056,KP,00h16m35.12s,4.1463470,-10d58m35.12s,-10.9764230,1.8270000,0.083,-0.083,0,-1.5040000,0.042,-0.042,0,2458384.0939200,0.001420,-0.001420,0,3.6568800,0.0005300,-0.0005300,0,3.5420000,0.1380000,-0.1380000,0,7040.0000000,2.3364900,-2.3364900,0,12.8031000,0.7095840,-0.7095840,0,903.0130000,,,,1527.0000000,,,,11.7083000,0.007,-0.007,0,524.9930000,12.2925000,-12.2925000,0,6239.0000000,126.7000000,-126.7000000,0,4.1500000,0.0900000,-0.0900000,0,1.5300000,0.0800000,-0.0800000,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1088,1909.01,232038798,KP,06h26m58.71s,96.7446430,-46d49m16.91s,-46.8213640,0.0770000,0.042,-0.042,0,20.4960000,0.038,-0.038,0,2459252.1384470,0.000281,-0.000281,0,4.1536624,0.0000027,-0.0000027,0,1.7020000,0.1510000,-0.1510000,0,12310.0000000,5.1458800,-5.1458800,0,12.7595000,0.6522240,-0.6522240,0,278.8860000,,,,1138.0000000,,,,11.3187000,0.006,-0.006,0,303.9410000,1.8995000,-1.8995000,0,5818.8000000,409.4000000,-409.4000000,0,4.2400000,0.3900000,-0.3900000,0,1.0900000,0.0500000,-0.0500000,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1089,191.01,183532609,KP,23h59m36.21s,359.9008740,-35d01m52.81s,-35.0313350,109.7470000,0.060,-0.060,0,7.6140000,0.060,-0.060,0,2460202.7927140,0.000182,-0.000182,0,8.1587261,0.0000012,-0.0000012,0,4.2880000,0.1720000,-0.1720000,0,15337.0000000,160.2660000,-160.2660000,0,12.7393000,0.7458520,-0.7458520,0,209.1180000,,,,1059.0000000,,,,9.1468000,0.006,-0.006,0,89.9606000,0.3633000,-0.3633000,0,5600.0000000,,,0,4.5050100,,,0,1.0000000,0.0600000,-0.0600000,0,2018-11-03 00:53:39,2023-11-03 10:08:02
1090,1910.01,437261733,KP,11h21m17.84s,170.3243250,-22d23m17.44s,-22.3881770,-24.1660000,0.048,-0.048,0,0.9290000,0.034,-0.034,0,2459296.2227910,0.001529,-0.001529,0,5.4161129,0.0000165,-0.0000165,0,3.3850000,0.0920000,-0.0920000,0,14310.0000000,4.5924900,-4.5924900,0,13.3752000,,,0,232.3970000,,,,1087.0000000,,,,13.2958000,0.007,-0.007,0,642.8840000,13.6555000,-13.6555000,0,5652.0000000,122.0000000,-122.0000000,0,4.3600000,,,0,1.1000000,,,0,2020-05-29 17:45:53,2021-11-11 10:10:01
1091,1911.01,44745133,KP,04h06m37.87s,61.6578010,-25d20m58.8s,-25.3496670,3.9970000,0.022,-0.022,0,9.8920000,0.032,-0.032,0,2459166.2977720,0.005168,-0.005168,0,7.8181434,0.0000637,-0.0000637,0,4.9800000,0.4290000,-0.4290000,0,3650.0000000,3.0566300,-3.0566300,0,9.9517700,0.5897130,-0.5897130,0,266.8510000,,,,1125.0000000,,,,12.5757000,0.007,-0.007,0,679.7610000,8.6250000,-8.6250000,0,5549.0000000,123.1000000,-123.1000000,0,4.0000000,0.0800000,-0.0800000,0,1.6400000,0.0800000,-0.0800000,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1092,1912.01,50712784,KP,08h25m21.08s,126.3378250,-11d30m03.56s,-11.5009890,-5.3880000,0.049,-0.049,0,-0.5870000,0.040,-0.040,0,2459249.0356760,0.000594,-0.000594,0,5.4053583,0.0000092,-0.0000092,0,4.8590000,0.1180000,-0.1180000,0,6770.0000000,0.4871590,-0.4871590,0,13.4237000,0.6284670,-0.6284670,0,857.1190000,,,,1507.0000000,,,,10.5579000,0.006,-0.006,0,343.0800000,4.0940000,-4.0940000,0,6410.0000000,128.8000000,-128.8000000,0,4.1400000,0.0900000,-0.0900000,0,1.5900000,0.0700000,-0.0700000,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1093,1913.01,53458803,KP,06h51m23.38s,102.8474250,-29d03m31.16s,-29.0586550,-16.3820000,0.034,-0.034,0,-7.2640000,0.040,-0.040,0,2459252.2580360,0.000481,-0.000481,0,3.3489038,0.0000705,-0.0000705,0,3.3546298,0.0502867,-0.0502867,0,10987.1747675,135.4077100,-135.4077100,0,13.0110380,0.6761063,-0.6761063,0,740.2245660,,,,1330.3337928,,,,11.8656000,0.007,-0.007,0,389.5700000,3.9105000,-3.9105000,0,5711.0000000,124.0000000,-124.0000000,0,4.2700000,0.0700000,-0.0700000,0,1.2295901,0.0607839,-0.0607839,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1094,1914.01,53750200,KP,06h54m04.17s,103.5173560,-27d03m01.5s,-27.0504160,-0.1390000,0.037,-0.037,0,-4.7580000,0.042,-0.042,0,2459232.2444950,0.001637,-0.001637,0,4.1933422,0.0001751,-0.0001751,0,1.8220996,0.1747440,-0.1747440,0,4804.1572660,196.7121100,-196.7121100,0,11.5425702,1.4339011,-1.4339011,0,1300.3125192,,,,1531.5517841,,,,12.2309000,0.009,-0.009,0,737.6680000,13.9440000,-13.9440000,0,6405.0000000,128.2000000,-128.2000000,0,4.1300000,0.0900000,-0.0900000,0,1.6277601,0.0730402,-0.0730402,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1095,1915.01,98283926,KP,07h13m48.58s,108.4523990,-33d26m14.45s,-33.4373460,0.7590000,0.026,-0.026,0,-2.8790000,0.032,-0.032,0,2459253.2484630,0.000950,-0.000950,0,2.2920348,0.0000813,-0.0000813,0,3.1812507,0.0881116,-0.0881116,0,10585.2906021,207.8997200,-207.8997200,0,13.2497142,0.3463680,-0.3463680,0,1637.2058065,,,,1622.3537935,,,,13.1472000,0.006,-0.006,0,800.3770000,10.4010000,-10.4010000,0,6208.0000000,122.0000000,-122.0000000,0,4.3100000,,,0,1.2652600,,,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1096,1916.01,98545929,KP,07h16m25.09s,109.1045210,-31d14m39.82s,-31.2443950,-2.4200000,0.045,-0.045,0,2.4400000,0.047,-0.047,0,2459251.4057580,0.001623,-0.001623,0,1.8882310,0.0000055,-0.0000055,0,3.6693894,0.1208390,-0.1208390,0,4358.3260875,97.9410250,-97.9410250,0,14.4776426,0.9534359,-0.9534359,0,14536.6626740,,,,2800.5022616,,,,12.4539000,0.006,-0.006,0,1458.8300000,65.7050000,-65.7050000,0,8549.0000000,152.1000000,-152.1000000,0,4.1100000,0.0800000,-0.0800000,0,2.1212800,0.1188090,-0.1188090,0,2020-05-29 17:45:53,2024-01-31 16:02:01
1097,1917.01,339522221,KP,19h46m45.23s,296.6884420,-63d33m56.34s,-63.5656490,19.4060000,0.050,-0.050,0,-12.7960000,0.045,-0.045,0,2458655.2976800,0.001250,-0.001250,0,1.8206900,0.0001600,-0.0001600,0,3.0490000,0.1180000,-0.1180000,0,12340.0000000,2.6992100,-2.6992100,0,15.6593000,0.7915150,-0.7915150,0,2440.7000000,,,,1958.0000000,,,,12.0457000,0.006,-0.006,0,514.5550000,10.0080000,-10.0080000,0,6155.0000000,132.9000000,-132.9000000,0,4.2400000,0.0800000,-0.0800000,0,1.3500000,0.0700000,-0.0700000,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1099,1919.01,102192004,KP,13h03m10.56s,195.7940150,-41d23m05.5s,-41.3848620,0.0430000,0.071,-0.071,0,-5.7840000,0.112,-0.112,0,2459328.7612160,0.000672,-0.000672,0,4.2337078,0.0000069,-0.0000069,0,2.0080000,0.1330000,-0.1330000,0,7690.0000000,825.4300000,-825.4300000,0,19.6222000,4.7296900,-4.7296900,0,822.4440000,,,,1491.0000000,,,,11.3287000,0.006,-0.006,0,410.1490000,10.1300000,-10.1300000,0,6333.7000000,125.3000000,-125.3000000,0,4.2100000,0.0900000,-0.0900000,0,1.4600000,0.0800000,-0.0800000,0,2020-05-29 17:45:53,2023-01-24 16:02:02
1100,192.01,183537452,KP,23h51m31.01s,357.8791980,-39d54m25.64s,-39.9071210,-56.8530000,0.041,-0.041,0,-88.8650000,0.048,-0.048,0,2460200.0899390,0.000430,-0.000430,0,3.9227122,0.0000009,-0.0000009,0,2.5550000,0.1380000,-0.1380000,0,11953.0000000,124.5830000,-124.5830000,0,7.2315300,0.4753180,-0.4753180,0,235.5730000,,,,1091.0000000,,,,10.2499000,0.006,-0.006,0,87.5953000,0.3106000,-0.3106000,0,4800.0000000,,,0,4.5352700,,,0,0.6400000,0.0400000,-0.0400000,0,2018-11-03 00:53:39,2023-11-03 10:08:02
1101,1920.01,363851359,KP,13h22m32.37s,200.6348640,-44d41m19.82s,-44.6888390,-3.4510000,0.054,-0.054,0,-7.9150000,0.093,-0.093,0,2459331.9535600,0.002511,-0.002511,0,2.5441537,0.0000113,-0.0000113,0,2.1280000,0.2170000,-0.2170000,0,6780.0000000,7.6764300,-7.6764300,0,10.5577000,,,0,476.9650000,,,,1301.0000000,,,,13.2755000,0.006,-0.006,0,748.5850000,22.0285000,-22.0285000,0,5652.0000000,122.0000000,-122.0000000,0,4.2000000,,,0,1.3100000,,,0,2020-05-29 17:45:53,2023-01-24 16:02:02
1102,1921.01,112099249,KP,13h58m04.08s,209.5170100,-30d20m53.35s,-30.3481530,-4.3620000,0.060,-0.060,0,-5.0870000,0.057,-0.057,0,2458604.1708400,0.001970,-0.001970,0,5.1795800,0.0012200,-0.0012200,0,4.5240000,0.1660000,-0.1660000,0,7620.0000000,2.2447900,-2.2447900,0,14.8290000,0.8190830,-0.8190830,0,669.0180000,,,,1416.0000000,,,,12.1577000,0.008,-0.008,0,663.2310000,16.5585000,-16.5585000,0,6116.0000000,124.8000000,-124.8000000,0,4.0700000,0.0800000,-0.0800000,0,1.6500000,0.0900000,-0.0900000,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1103,1922.01,112604564,KP,07h29m40.61s,112.4192250,-29d56m16.5s,-29.9379160,2.6700000,0.134,-0.134,0,-5.0240000,0.162,-0.162,0,2459233.3168140,0.001781,-0.001781,0,4.5768651,0.0007201,-0.0007201,0,3.5592795,0.1493002,-0.1493002,0,10869.4903086,517.9199000,-517.9199000,0,19.1571223,1.9461098,-1.9461098,0,1547.1013862,,,,1599.5559785,,,,12.3213000,0.010,-0.010,0,878.5210000,73.8550000,-73.8550000,0,6687.0000000,136.3000000,-136.3000000,0,4.0900000,0.1100000,-0.1100000,0,1.7829500,0.1666230,-0.1666230,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1104,1923.01,114299824,KP,07h37m08.01s,114.2833820,-32d45m19.51s,-32.7554190,-6.2830000,0.026,-0.026,0,0.5310000,0.031,-0.031,0,2459229.3377070,0.001062,-0.001062,0,4.2042078,0.0000104,-0.0000104,0,2.1240000,0.3340000,-0.3340000,0,12080.0000000,28.1462000,-28.1462000,0,12.1025000,0.8094590,-0.8094590,0,355.9090000,,,,1210.0000000,,,,12.9264000,0.006,-0.006,0,609.8380000,6.0405000,-6.0405000,0,6781.0000000,133.6000000,-133.6000000,0,4.5400000,0.0900000,-0.0900000,0,1.0700000,0.0500000,-0.0500000,0,2020-05-29 17:45:53,2025-06-04 16:00:01
1105,1924.01,371443216,KP,09h50m19.22s,147.5800670,-66d06m50.13s,-66.1139250,6.0510000,0.055,-0.055,0,-15.3980000,0.051,-0.051,0,2459358.6885060,0.000072,-0.000072,0,2.8240691,0.0000005,-0.0000005,0,3.8080000,0.0130000,-0.0130000,0,8970.0000000,0.0125358,-0.0125358,0,17.7861000,0.5663270,-0.5663270,0,4913.6900000,,,,2332.0000000,,,,8.0552000,0.006,-0.006,0,170.6960000,0.9330000,-0.9330000,0,8004.2000000,205.1000000,-205.1000000,0,4.2000000,0.3200000,-0.3200000,0,1.8400000,0.0600000,-0.0600000,0,2020-05-29 17:45:53,2022-10-05 10:10:01
1106,1925.01,118956453,KP,09h01m39.91s,135.4163030,-20d43m13.33s,-20.7203690,-9.9840000,0.067,-0.067,0,1.1280000,0.055,-0.055,0,2459279.6023930,0.000406,-0.000406,0,2.3447752,0.0000017,-0.0000017,0,1.8140000,0.0440000,-0.0440000,0,15340.0000000,2.4983500,-2.4983500,0,13.4487000,0.7439050,-0.7439050,0,320.3270000,,,,1178.0000000,,,,11.9397000,0.006,-0.006,0,305.6030000,3.6665000,-3.6665000,0,5515.0000000,133.4000000,-133.4000000,0,4.3900000,0.0800000,-0.0800000,0,1.0400000,0.0600000,-0.0600000,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1107,1926.01,143143769,KP,05h58m23.73s,89.5988950,-30d48m42.48s,-30.8117990,-16.8810000,0.035,-0.035,0,-7.3710000,0.036,-0.036,0,2459175.3725530,0.002529,-0.002529,0,1.3372349,0.0001162,-0.0001162,0,1.7026098,0.6273478,-0.6273478,0,1226.6760556,125.7530800,-125.7530800,0,3.0265786,3.7305796,-3.7305796,0,886.9841113,,,,1391.8701134,,,,12.3686000,0.006,-0.006,0,280.5550000,1.8105000,-1.8105000,0,5111.9000000,121.9000000,-121.9000000,0,4.5000000,0.0800000,-0.0800000,0,0.8602560,0.0508040,-0.0508040,0,2020-05-29 17:45:53,2021-12-09 10:10:02
1108,1927.01,14344979,KP,10h55m09.32s,163.7888520,-00d44m13.44s,-0.7370660,-28.1200000,0.067,-0.067,0,24.0330000,0.052,-0.052,0,2459255.8604530,0.000294,-0.000294,0,4.1117731,0.0000029,-0.0000029,0,2.1575648,0.0241540,-0.0241540,0,22017.8853537,292.7211300,-292.7211300,0,15.4112805,0.7490635,-0.7490635,0,268.7176151,,,,1032.6277308,,,,12.3353000,0.007,-0.007,0,325.3770000,3.9320000,-3.9320000,0,5424.8000000,104.8000000,-104.8000000,0,4.4900000,0.0700000,-0.0700000,0,0.9161640,0.0434171,-0.0434171,0,2020-05-29 17:45:53,2024-11-26 16:02:02
1109,1928.01,207077681,KP,21h23m03.09s,320.7628760,-40d02m54.38s,-40.0484390,-3.3370000,0.125,-0.125,0,-39.8520000,0.118,-0.118,0,2459061.9445770,0.000709,-0.000709,0,2.2785750,0.0001318,-0.0001318,0,2.1598250,0.0582632,-0.0582632,0,13638.9588751,271.8119200,-271.8119200,0,14.7731999,1.1305058,-1.1305058,0,775.8848566,,,,1346.0744113,,,,12.3119000,0.006,-0.006,0,355.5130000,10.3715000,-10.3715000,0,4879.0000000,4879.8000000,-4879.8000000,0,4.5000000,2.0000000,-2.0000000,0,1.2116300,0.0878214,-0.0878214,0,2020-05-29 17:45:53,2021-10-29 12:59:15
1110,1929.01,157266693,KP,11h46m30.8s,176.6283230,-33d51m36.27s,-33.8600760,-35.0230000,0.028,-0.028,0,-4.5970000,0.022,-0.022,0,2459329.3574030,0.000679,-0.000679,0,3.8537616,0.0000069,-0.0000069,0,3.3920000,0.1360000,-0.1360000,0,18650.0000000,3.7595400,-3.7595400,0,14.7144000,,,0,471.6100000,,,,1298.0000000,,,,13.1648000,0.006,-0.006,0,585.7700000,8.3830000,-8.3830000,0,5697.0000000,122.0000000,-122.0000000,0,4.3900000,,,0,1.0600000,,,0,2020-05-29 17:45:53,2021-11-11 10:10:01
